OBJECTID_12,OBJECTID,ObjectID_1,Water_leve,Grid_ref_,Owned_by,Operated_b,Watercours,Descriptio,X,Y,Lat,Long_,Source,Enabled,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,Dimensions,FID_1,Structure,structure_,Count_,AncillaryR,AncillaryRole,SnapDist,ForcedMove,SnapQual,SrchName
390,390,,,,,,,,341539,145486,,,AxeBrueIDB_structures+N,1,342,6.914881975,341532.2595,145487.5433,,286,XW07,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
391,391,,,,,,,,341521,145409,,,AxeBrueIDB_structures+N,1,342,6.684768548,341514.4865,145410.5034,,287,XW08,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
392,392,,,,,,,,341507,145350,,,AxeBrueIDB_structures+N,1,342,5.652312611,341501.469,145351.1649,,288,XW09,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
393,393,,,,,,,,340862,145344,,,AxeBrueIDB_structures+N,1,203,0.477438371,340862.1246,145344.4609,,289,XW10,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a
394,394,,,,,,,,341056,145296,,,AxeBrueIDB_structures+N,1,203,3.839612478,341054.9853,145292.2969,,290,XW11,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a
395,395,,,,,,,,340142,145364,,,AxeBrueIDB_structures+N,1,406,7.572200832,340145.0465,145370.9323,,291,XW12,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
396,396,,,,,,,,340236,145325,,,AxeBrueIDB_structures+N,1,406,5.457414007,340238.1957,145329.9962,,292,XW13,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a
397,397,,,,,,,,340504,145192,,,AxeBrueIDB_structures+N,1,406,0.93576657,340504.3741,145192.8577,,293,XW14,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
398,398,,,,,,,,340571,145181,,,AxeBrueIDB_structures+N,1,406,2.51537508,340572.0048,145183.306,,294,XW15,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
399,399,,,,,,,,340662,145141,,,AxeBrueIDB_structures+N,1,406,2.835427898,340663.1326,145143.5994,,295,XW16,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
400,400,,,,,,,,340788,145069,,,AxeBrueIDB_structures+N,1,406,0.149357974,340787.9454,145068.861,,296,XW17,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
401,401,,,,,,,,340925,145021,,,AxeBrueIDB_structures+N,1,405,1.019720066,340925.3225,145021.9674,,297,XW18,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
402,402,,,,,,,,341017,145004,,,AxeBrueIDB_structures+N,1,405,5.649157668,341018.9085,145009.317,,298,XW19,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
403,403,,,,,,,,341077,144985,,,AxeBrueIDB_structures+N,1,405,4.416194449,341078.4105,144989.1849,,299,XW20,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
404,404,,,,,,,,341159,144960,,,AxeBrueIDB_structures+N,1,405,2.744438183,341159.4785,144962.7024,,300,XW21,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
405,405,,,,,,,,341481,145264,,,AxeBrueIDB_structures+N,1,342,2.022509151,341482.975,145263.5643,,301,XW22,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
406,406,,,,,,,,341384,145033,,,AxeBrueIDB_structures+N,1,342,48.25259955,341431.0852,145022.4501,,302,XW23,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
407,407,,,,,,,,341283,144899,,,AxeBrueIDB_structures+N,1,405,0.384419422,341283.1235,144899.364,,303,XW24,Culvert,0,,,0.381999999,N,"Nearest Polyline, no name check",n/a
408,408,,,,,,,,341372,144675,,,AxeBrueIDB_structures+N,1,419,0.253344301,341371.7529,144675.056,,304,XW25,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
409,409,,,,,,,,341332,144535,,,AxeBrueIDB_structures+N,1,419,10.38481316,341340.6915,144540.6835,,305,XW26,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a
410,410,,,,,,,,342103,144066,,,AxeBrueIDB_structures+N,1,419,1.95092153,342104.8449,144065.3657,,306,XW27,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a
411,411,,,,,,,,333039,150549,,,AxeBrueIDB_structures+N,1,308,4.301246841,333037.0626,150545.1598,,307,BK03,Spillway,0,,,0,N,"Nearest Polyline, no name check",n/a
412,412,,,,,,,,333279,150787,,,AxeBrueIDB_structures+N,1,291,0.726259094,333278.2746,150786.9656,,308,BK05,Screen,0,,,0,N,"Nearest Polyline, no name check",n/a
413,413,,,,,,,,333271,150733,,,AxeBrueIDB_structures+N,1,291,0.691589449,333270.5176,150733.4956,,309,BK04,Outlet,0,,,0,N,"Nearest Polyline, no name check",n/a
414,414,,,,,,,,348846,140975,,,AxeBrueIDB_structures+N,1,410,0.721239372,348846.5163,140975.5036,,310,UB93,Tilting Weir,0,,,0.203999996,N,"Nearest Polyline, no name check",n/a
415,415,,,,,,,,346735,141497,,,AxeBrueIDB_structures+N,1,303,0.581002061,346734.8122,141497.5498,,311,UB94,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a
416,416,,,,,,,,347318,141374,,,AxeBrueIDB_structures+N,1,303,0.054389196,347318.0146,141374.0524,,312,UB95,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
417,417,,,,,,,,349340,141265,,,AxeBrueIDB_structures+N,1,75,298.4134593,349067.9621,141142.3379,,313,UB96,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a
418,418,,,,,,,,349198,140828,,,AxeBrueIDB_structures+N,1,75,0.461448065,349198.4264,140828.1764,,314,UB97,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a
419,419,,,,,,,,348477,141144,,,AxeBrueIDB_structures+N,1,410,0.443320628,348477.1511,141144.4168,,315,UB98,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
420,420,,,,,,,,349329,139386,,,AxeBrueIDB_structures+N,1,1090,3.427119303,349325.8147,139387.2646,,316,UB99,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
421,421,,,,,,,,349304,140646,,,AxeBrueIDB_structures+N,1,78,1.178419265,349302.9316,140646.4971,,317,UB100,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a
422,422,,,,,,,,344418,144671,,,AxeBrueIDB_structures+N,1,25,0.224271023,344418.2131,144670.9301,,318,XUB01,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a
423,423,,,,,,,,344822,143179,,,AxeBrueIDB_structures+N,1,416,0.319467207,344821.9457,143179.3148,,319,UB101,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
424,424,,,,,,,,346171,143706,,,AxeBrueIDB_structures+N,1,416,0.186527921,346171.0167,143705.8142,,320,UB103,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
425,425,,,,,,,,346345,144766,,,AxeBrueIDB_structures+N,1,294,0.15086722,346345.0442,144766.1442,,321,UB104,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a
426,426,,,,,,,,346311,144751,,,AxeBrueIDB_structures+N,1,1127,3.076698122,346311.4711,144754.0404,,322,UB105,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
427,427,,,,,,,,346311,144746,,,AxeBrueIDB_structures+N,1,1127,8.017729053,346312.2277,144753.9232,,323,UB106,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
428,428,,,,,,,,334139,142531,,,AxeBrueIDB_structures+N,1,168,0.307278654,334138.6928,142531.0067,,324,H43,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
429,429,,,,,,,,339758,153384,,,AxeBrueIDB_structures+N,1,341,1.322620945,339758.2432,153382.6999,,325,BA05,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a
430,430,,,,,,,,333746,143809,,,AxeBrueIDB_structures+N,1,1050,87.76785466,333769.9201,143893.4454,,326,H44 (EA),Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
431,431,,,,,,,,340852,140217,,,AxeBrueIDB_structures+N,1,389,0.184284279,340851.9655,140216.819,,327,UB107,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
432,432,,,,,,,,349074,143250,,,AxeBrueIDB_structures+N,1,338,7.772107222,349081.6657,143251.2817,,328,UB108,Valve (Inlet),0,,,-1,N,Site outside snap distance,n/a
433,433,,,,,,,,347183,144464,,,AxeBrueIDB_structures+N,1,175,84.90445163,348145.0456,143527.4616,,158,UB13,Stoplogs,1,0,0,0.112999998,N,"Nearest Polyline, no name check",n/a
